Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"GS35F309GA",,"PS0005ADDPROD",0,"FSS Federal Supply Schedule","$0.00","Aug 24, 2017",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PW0013",0,"FSS Federal Supply Schedule","$0.00","Dec 17, 2018",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"1333MD22PNEEB0007",,"P22001","0","PO Purchase Order","$0.00","Mar 31, 2022",,"1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","DEPT OF COMMERCE NOAA","S","R612","SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL","541360","GEOPHYSICAL SURVEYING AND MAPPING SERVICES","SAINT LOUIS","MO","631011271","NONE","NONE OF THE ABOVE","TFCJCMKNHT74","WM89DN7V2AQ5","PLANET LABS INC.","PLANET LABS FEDERAL, INC.","7YM73",
"GS35F309GA",,"PA0006AUTHNEG",0,"FSS Federal Supply Schedule","$0.00","Oct 10, 2017",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PM0014",0,"FSS Federal Supply Schedule","$0.00","Jan 16, 2019",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PO0032",0,"FSS Federal Supply Schedule","$0.00","Mar 17, 2022",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA824",0,"FSS Federal Supply Schedule","$0.00","Oct 29, 2020",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA834",0,"FSS Federal Supply Schedule","$0.00","Oct 6, 2021",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA839",0,"FSS Federal Supply Schedule","$0.00","Mar 4, 2022",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"N0017320P0339",,"P00002","0","PO Purchase Order","$0.00","Sep 25, 2020",,"1700","DEPT OF THE NAVY","NAVAL RESEARCH LABORATORY","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"140G0321P0195",,"0","0","PO Purchase Order","$26,625.00","Jun 28, 2021",,"1434","US GEOLOGICAL SURVEY","OFFICE OF ACQUISITON  GRANTS","S","T014","PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY","541360","GEOPHYSICAL SURVEYING AND MAPPING SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PA0022",0,"FSS Federal Supply Schedule","$0.00","Mar 4, 2021",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PA0023",0,"FSS Federal Supply Schedule","$0.00","Mar 22, 2021",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PO0028",0,"FSS Federal Supply Schedule","$0.00","Oct 29, 2021",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PS0003ADDSINS",0,"FSS Federal Supply Schedule","$0.00","Jul 27, 2017",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA580",0,"FSS Federal Supply Schedule","$0.00","Oct 4, 2019",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"68HERD20P0021",,"0","0","PO Purchase Order","$29,549.37","Nov 22, 2019",,"6800","ENVIRONMENTAL PROTECTION AGENCY","INFORMATION TECHNOLOGY ACQ DIV (ITA","S","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"68HERD20P0021",,"P00002","0","PO Purchase Order","$0.00","Oct 26, 2020",,"6800","ENVIRONMENTAL PROTECTION AGENCY","INFORMATION TECHNOLOGY ACQ DIV (ITA","S","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PM0012",0,"FSS Federal Supply Schedule","$0.00","Oct 4, 2018",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PS0001ADDPROD",0,"FSS Federal Supply Schedule","$0.00","May 10, 2017",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA808",0,"FSS Federal Supply Schedule","$0.00","Oct 4, 2019",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"N0017320P0339",,"P00001","0","PO Purchase Order","$0.00","Aug 6, 2020",,"1700","DEPT OF THE NAVY","NAVAL RESEARCH LABORATORY","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PA0002AUTHNEG",0,"FSS Federal Supply Schedule","$0.00","Jul 19, 2017",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PA0017",0,"FSS Federal Supply Schedule","$0.00","Aug 29, 2019",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
